AIRLINE,MONTH,DAY_OF_WEEK,TAXI_OUT,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY
"Delta Air Lines Inc.",11,4,11,-2,689,-8
"JetBlue Airways",12,3,20,287,1237,291
"Southwest Airlines Co.",5,6,14,-4,1105,-10
"Skywest Airlines Inc.",11,6,27,-6,1034,-4
"Spirit Air Lines",6,1,15,10,982,6
"United Air Lines Inc.",4,3,10,0,2133,-9
"Southwest Airlines Co.",8,3,6,-5,402,-14
"United Air Lines Inc.",1,2,21,-2,1416,-7
"Frontier Airlines Inc.",10,6,20,30,666,22
"American Airlines Inc.",3,6,18,-3,1089,-13
"Delta Air Lines Inc.",12,4,13,-1,1990,-21
"Southwest Airlines Co.",5,5,10,-3,468,-25
"United Air Lines Inc.",1,5,8,0,1208,10
"United Air Lines Inc.",9,2,15,-1,2454,-5
"Delta Air Lines Inc.",12,1,11,-5,1182,-29
"Skywest Airlines Inc.",12,4,28,-1,1041,22
"Skywest Airlines Inc.",3,5,22,-3,140,-2
"Delta Air Lines Inc.",10,2,14,-6,214,-12
"Skywest Airlines Inc.",2,4,13,-2,844,3
"Frontier Airlines Inc.",10,1,10,20,1371,-2
"Atlantic Southeast Airlines",5,1,14,-10,488,-3
"American Airlines Inc.",7,4,39,-6,331,3
"Skywest Airlines Inc.",8,7,13,-9,771,-26
"Skywest Airlines Inc.",7,7,14,5,956,-21
"Southwest Airlines Co.",7,3,9,6,519,-6
"Southwest Airlines Co.",11,7,7,-2,302,-7
"Delta Air Lines Inc.",10,4,13,-2,432,-18
"Southwest Airlines Co.",4,1,9,-6,1735,-28
"Southwest Airlines Co.",3,2,7,-2,187,-8
"United Air Lines Inc.",2,5,13,1,1546,-3
"American Airlines Inc.",11,2,16,-5,936,-26
"Delta Air Lines Inc.",7,4,14,9,1587,6
"Atlantic Southeast Airlines",2,3,9,-5,692,-5
"United Air Lines Inc.",2,4,12,0,447,3
"JetBlue Airways",9,5,10,4,1035,2
"Southwest Airlines Co.",7,1,8,47,1788,29
"Skywest Airlines Inc.",6,4,10,-7,493,-17
"American Eagle Airlines Inc.",5,4,7,-4,561,14
"Southwest Airlines Co.",4,6,10,192,436,238
"Skywest Airlines Inc.",3,1,18,5,409,8
"Delta Air Lines Inc.",5,2,12,-7,577,-7
"United Air Lines Inc.",3,5,13,26,414,18
"JetBlue Airways",2,2,25,15,937,51
"Delta Air Lines Inc.",3,3,13,28,1299,19
"American Airlines Inc.",11,1,15,-6,399,-4
"United Air Lines Inc.",12,1,15,-3,528,6
"Delta Air Lines Inc.",8,4,54,38,547,57
"United Air Lines Inc.",1,5,33,29,1062,30
"Virgin America",6,2,11,49,414,37
"American Airlines Inc.",11,5,18,-8,592,-11
"Atlantic Southeast Airlines",6,2,12,-4,196,-13
"American Airlines Inc.",8,7,26,19,2300,-18
"Southwest Airlines Co.",11,2,11,2,2295,-35
"American Airlines Inc.",3,6,14,-12,583,-25
"Southwest Airlines Co.",10,5,11,-3,533,-15
"Delta Air Lines Inc.",12,1,12,21,2105,-4
"Hawaiian Airlines Inc.",11,7,9,14,2409,-14
"United Air Lines Inc.",9,6,42,45,678,41
"Skywest Airlines Inc.",1,3,29,-5,216,0
"Southwest Airlines Co.",2,7,10,4,1670,-27
"Skywest Airlines Inc.",7,3,13,20,792,13
"Atlantic Southeast Airlines",10,7,17,-5,607,-14
"Southwest Airlines Co.",4,2,7,13,446,-5
"Atlantic Southeast Airlines",12,5,18,-2,803,-12
"Southwest Airlines Co.",3,7,8,7,1771,-40
"Southwest Airlines Co.",11,1,16,-2,672,0
"Southwest Airlines Co.",6,6,13,-5,2139,-28
"American Airlines Inc.",10,1,21,-2,1345,-11
"Southwest Airlines Co.",9,3,9,-8,372,-18
"Skywest Airlines Inc.",7,2,12,-7,328,-14
"Skywest Airlines Inc.",11,1,18,-4,541,-12
"Delta Air Lines Inc.",6,2,17,-1,214,-11
"Southwest Airlines Co.",4,5,7,-3,255,-20
"Southwest Airlines Co.",7,2,20,12,888,-5
"American Airlines Inc.",12,3,13,25,1158,20
"Spirit Air Lines",8,2,11,247,177,237
"American Airlines Inc.",3,3,11,-7,929,-12
"Atlantic Southeast Airlines",3,1,6,-14,487,-26
"US Airways Inc.",5,4,16,-3,304,-6
"Spirit Air Lines",10,4,7,-10,515,-14
"American Airlines Inc.",12,7,18,3,468,0
"Delta Air Lines Inc.",11,2,15,-3,908,-7
"United Air Lines Inc.",4,2,22,15,1846,5
"Skywest Airlines Inc.",9,4,46,-1,612,18
"Delta Air Lines Inc.",1,3,12,0,526,-18
"Southwest Airlines Co.",6,3,10,16,646,8
"Southwest Airlines Co.",8,7,9,-5,1182,-8
"Southwest Airlines Co.",9,1,16,13,758,5
"Southwest Airlines Co.",3,5,8,94,677,94
"Southwest Airlines Co.",11,1,14,15,628,4
"US Airways Inc.",1,6,11,-7,468,-20
"Delta Air Lines Inc.",11,1,8,-4,738,-13
"American Airlines Inc.",1,4,10,22,192,9
"US Airways Inc.",5,4,14,-3,590,-5
"American Airlines Inc.",9,6,14,-7,650,-17
"Atlantic Southeast Airlines",2,5,35,-5,714,-10
"American Airlines Inc.",1,3,27,-8,1258,-10
"Delta Air Lines Inc.",5,5,18,24,201,25
"Southwest Airlines Co.",2,1,8,10,365,4
"Alaska Airlines Inc.",1,2,12,-10,1107,-12
"Spirit Air Lines",11,5,15,30,925,14
"Spirit Air Lines",11,1,11,-5,925,-12
"Atlantic Southeast Airlines",4,3,19,-8,166,0
"Southwest Airlines Co.",10,1,16,-3,255,5
"Delta Air Lines Inc.",10,5,37,164,1029,159
"Atlantic Southeast Airlines",6,7,19,31,482,29
"Southwest Airlines Co.",1,7,16,0,2139,-11
"Delta Air Lines Inc.",1,3,17,7,1851,4
"American Airlines Inc.",6,2,14,-1,929,0
"United Air Lines Inc.",8,4,9,10,1400,-7
"Southwest Airlines Co.",3,2,11,-1,1011,-6
"Delta Air Lines Inc.",12,2,12,0,1619,-15
"United Air Lines Inc.",3,2,19,-4,1303,-13
"Skywest Airlines Inc.",8,6,17,-3,1708,-9
"American Airlines Inc.",12,4,10,0,204,-8
"American Airlines Inc.",11,4,15,-6,651,-19
"Skywest Airlines Inc.",10,6,15,12,689,-2
"Southwest Airlines Co.",5,1,10,-1,577,9
"Spirit Air Lines",8,1,10,-1,577,9
"Delta Air Lines Inc.",1,4,11,-3,526,-7
"Delta Air Lines Inc.",4,1,22,9,1481,23
"Spirit Air Lines",2,4,35,6,643,21
"Delta Air Lines Inc.",12,2,17,-5,153,-6
"Skywest Airlines Inc.",7,5,21,1,160,-3
"Delta Air Lines Inc.",8,6,20,0,1598,14
"Southwest Airlines Co.",4,5,14,-3,1189,-13
"Skywest Airlines Inc.",9,5,27,-5,545,-1
"Southwest Airlines Co.",12,7,8,32,1036,30
"Skywest Airlines Inc.",11,2,21,21,262,13
"American Airlines Inc.",2,2,16,-1,2585,-5
"Atlantic Southeast Airlines",8,2,18,6,376,7
"United Air Lines Inc.",7,3,14,2,2398,-8
"Southwest Airlines Co.",4,3,12,-3,925,-19
"United Air Lines Inc.",8,4,16,15,888,14
"American Airlines Inc.",7,4,14,-5,813,-21
"American Airlines Inc.",12,5,13,-4,647,2
"American Airlines Inc.",7,4,32,49,337,52
"Spirit Air Lines",5,7,16,16,1749,11
"Southwest Airlines Co.",1,7,10,-5,587,-5
"US Airways Inc.",2,5,10,-1,1020,-12
"Delta Air Lines Inc.",1,4,12,-2,707,-3
"Southwest Airlines Co.",11,2,20,-4,1500,-26
"Southwest Airlines Co.",2,7,9,-1,1587,-16
"Southwest Airlines Co.",5,4,11,-5,239,-7
"Delta Air Lines Inc.",8,4,32,0,2586,8
"Hawaiian Airlines Inc.",2,7,10,-7,2349,7
"Southwest Airlines Co.",9,7,10,-4,1041,-18
"United Air Lines Inc.",5,6,27,-2,1199,14
"American Airlines Inc.",8,3,17,9,130,7
"Delta Air Lines Inc.",12,5,15,124,235,106
"Skywest Airlines Inc.",12,5,20,-3,372,-9
"Hawaiian Airlines Inc.",9,5,7,0,201,1
"Atlantic Southeast Airlines",3,7,44,7,209,26
"American Airlines Inc.",10,2,15,1,918,-4
"United Air Lines Inc.",8,1,17,21,1744,21
"United Air Lines Inc.",2,1,12,-3,315,-2
"Delta Air Lines Inc.",10,2,27,0,584,12
"Delta Air Lines Inc.",8,1,20,-8,545,-10
"Alaska Airlines Inc.",1,5,17,48,954,34
"American Airlines Inc.",12,4,13,-4,468,-8
"Southwest Airlines Co.",11,3,13,-3,486,-9
"Delta Air Lines Inc.",10,6,13,0,692,-3
"United Air Lines Inc.",3,5,20,32,1744,33
"Atlantic Southeast Airlines",10,7,12,-8,177,-20
"Skywest Airlines Inc.",7,5,14,3,588,0
"United Air Lines Inc.",7,3,8,13,200,-24
"Delta Air Lines Inc.",10,5,19,159,545,156
"Southwest Airlines Co.",3,2,6,-6,990,-24
"Skywest Airlines Inc.",11,7,16,-3,106,-3
"Atlantic Southeast Airlines",9,3,15,-6,781,-8
"Southwest Airlines Co.",11,4,17,1,577,7
"American Airlines Inc.",9,1,30,50,733,38
"United Air Lines Inc.",10,2,23,2,224,2
"United Air Lines Inc.",5,7,17,14,1721,-13
"Skywest Airlines Inc.",1,4,11,-6,358,-21
"Skywest Airlines Inc.",1,6,13,11,77,7
"Delta Air Lines Inc.",7,4,11,128,1450,126
"Skywest Airlines Inc.",3,7,15,-3,236,-14
"Frontier Airlines Inc.",12,3,16,0,606,13
"Atlantic Southeast Airlines",10,7,16,-5,589,1
"Skywest Airlines Inc.",10,1,21,-5,508,-6
"American Eagle Airlines Inc.",2,2,17,41,137,47
"JetBlue Airways",9,5,58,5,937,40
"Delta Air Lines Inc.",11,6,16,10,1399,-10
"US Airways Inc.",3,4,13,14,1773,5
"Skywest Airlines Inc.",5,6,24,63,342,64
"Delta Air Lines Inc.",1,5,19,46,944,80
"Frontier Airlines Inc.",7,4,14,-5,602,-5
"US Airways Inc.",4,3,15,18,331,16
"United Air Lines Inc.",11,3,17,71,2565,61
"Delta Air Lines Inc.",11,6,10,0,813,-18
"Virgin America",7,4,10,15,414,2
"Atlantic Southeast Airlines",10,3,22,-3,551,-8
"Southwest Airlines Co.",8,1,7,0,971,-8
"Skywest Airlines Inc.",10,5,15,-3,840,-7
"Delta Air Lines Inc.",1,5,12,6,321,1
"Southwest Airlines Co.",5,3,9,31,337,19
"American Airlines Inc.",1,5,12,8,1660,1
"Atlantic Southeast Airlines",3,6,18,-8,826,-9
"Southwest Airlines Co.",10,4,9,-2,2039,-25
"American Airlines Inc.",2,2,16,5,1055,1
"Southwest Airlines Co.",10,3,8,-5,507,2
"Skywest Airlines Inc.",2,5,21,28,109,34
"American Airlines Inc.",5,4,15,79,1440,71
"Southwest Airlines Co.",4,1,13,-4,409,-14
"American Eagle Airlines Inc.",9,3,14,12,212,-3
"Delta Air Lines Inc.",2,7,11,-2,223,-26
"Atlantic Southeast Airlines",2,7,11,-4,73,-12
"Southwest Airlines Co.",3,1,17,-2,969,0
"United Air Lines Inc.",12,4,12,-3,1065,-18
"Southwest Airlines Co.",7,2,8,3,937,-18
"Southwest Airlines Co.",12,2,17,10,1024,9
"Southwest Airlines Co.",7,7,12,7,1072,19
"Skywest Airlines Inc.",1,3,25,-5,391,4
"Southwest Airlines Co.",7,6,7,34,1209,27
"United Air Lines Inc.",8,6,14,-5,2288,2
"Southwest Airlines Co.",5,6,14,-5,1557,-20
"Spirit Air Lines",2,4,16,9,925,-8
"Delta Air Lines Inc.",11,1,16,-3,226,-9
"United Air Lines Inc.",5,3,39,-5,733,13
"Alaska Airlines Inc.",3,4,7,-9,2562,-54
"Atlantic Southeast Airlines",1,6,12,51,691,56
"Skywest Airlines Inc.",9,1,16,-8,284,-14
"Southwest Airlines Co.",3,2,9,3,793,11
"American Airlines Inc.",6,1,11,63,236,59
"Southwest Airlines Co.",4,2,10,-3,358,-4
"US Airways Inc.",6,4,31,1,1773,-14
"Atlantic Southeast Airlines",9,5,20,-6,130,-9
"United Air Lines Inc.",4,5,16,3,2454,-43
"Delta Air Lines Inc.",1,4,26,2,4502,1
"United Air Lines Inc.",5,2,16,-2,867,6
"US Airways Inc.",3,5,16,2,590,-3
"Skywest Airlines Inc.",7,4,18,28,337,17
"Southwest Airlines Co.",9,4,8,-2,251,-9
"Southwest Airlines Co.",11,7,13,18,793,17
"Delta Air Lines Inc.",3,5,16,12,226,7
"American Airlines Inc.",4,4,21,-7,1061,19
"American Airlines Inc.",1,2,13,5,2486,-7
"American Airlines Inc.",11,3,23,-9,2288,5
"Southwest Airlines Co.",7,7,9,16,1357,1
"Southwest Airlines Co.",6,7,9,2,1246,-12
"Atlantic Southeast Airlines",1,6,11,-9,201,-16
"US Airways Inc.",1,3,48,-6,226,31
"Southwest Airlines Co.",4,2,11,14,1497,13
"Southwest Airlines Co.",3,2,10,-5,1052,-15
"United Air Lines Inc.",5,6,12,154,2227,150
"Southwest Airlines Co.",5,2,7,-5,763,1
"American Eagle Airlines Inc.",9,6,13,-5,522,-1
"Southwest Airlines Co.",2,6,9,0,255,-10
"Delta Air Lines Inc.",11,2,14,-5,368,-9
"American Airlines Inc.",10,5,12,-5,550,-24
"JetBlue Airways",12,5,11,25,209,32
"Alaska Airlines Inc.",3,7,16,-2,2631,12
"Delta Air Lines Inc.",10,6,16,-4,226,-8
"Southwest Airlines Co.",10,4,14,-4,611,-7
"Skywest Airlines Inc.",12,1,12,-4,237,-17
"Skywest Airlines Inc.",3,5,31,0,337,3
"Southwest Airlines Co.",6,3,13,-3,251,-6
"American Airlines Inc.",6,4,12,-1,985,9
"United Air Lines Inc.",12,2,13,21,641,8
"American Airlines Inc.",6,3,24,2,678,-9
"Skywest Airlines Inc.",3,5,19,0,1384,-14
"Skywest Airlines Inc.",4,3,21,-9,109,-2
"American Eagle Airlines Inc.",6,1,17,37,1236,39
"United Air Lines Inc.",2,5,16,48,2611,6
"American Airlines Inc.",6,2,13,52,986,48
"United Air Lines Inc.",10,6,23,-6,628,-3
"Delta Air Lines Inc.",9,3,11,-3,306,-19
"American Airlines Inc.",3,7,39,-5,1514,37
"Delta Air Lines Inc.",10,1,11,0,620,-10
"United Air Lines Inc.",8,4,18,-3,2475,8
"Delta Air Lines Inc.",5,3,19,0,2172,7
"Atlantic Southeast Airlines",9,2,17,-8,351,-3
"Delta Air Lines Inc.",4,3,15,-5,2677,-10
"United Air Lines Inc.",4,6,15,-10,2306,-37
"American Airlines Inc.",5,6,17,-4,1121,-31
"United Air Lines Inc.",4,4,24,125,854,122
"JetBlue Airways",11,5,18,-14,2611,2
"Southwest Airlines Co.",12,4,8,50,1211,38
"American Airlines Inc.",11,4,15,-7,247,-11
"Spirit Air Lines",4,6,19,-2,1119,17
"Alaska Airlines Inc.",6,2,10,14,1542,7
"JetBlue Airways",8,5,10,-5,496,-14
"Southwest Airlines Co.",5,4,8,-2,680,-13
"Delta Air Lines Inc.",1,6,17,-5,270,-6
"Hawaiian Airlines Inc.",10,3,6,-1,201,-1
"Alaska Airlines Inc.",5,6,19,-9,954,-14
"Southwest Airlines Co.",8,6,12,13,925,-4
"Southwest Airlines Co.",2,1,9,0,287,-19
"United Air Lines Inc.",10,7,19,-2,337,-37
"Skywest Airlines Inc.",11,6,12,-1,522,-23
"Delta Air Lines Inc.",5,6,10,2,952,-16
"American Airlines Inc.",2,6,29,-1,986,14
"American Airlines Inc.",12,3,18,-4,1013,-4
"United Air Lines Inc.",5,6,25,22,258,34
"Southwest Airlines Co.",10,3,7,-5,488,-12
"Skywest Airlines Inc.",4,4,13,0,373,-6
"Delta Air Lines Inc.",7,5,10,568,590,561
"Skywest Airlines Inc.",10,5,11,-5,566,-10
"American Eagle Airlines Inc.",3,5,13,-8,396,-7
"Atlantic Southeast Airlines",3,1,11,121,448,120
"Southwest Airlines Co.",9,3,8,-2,239,-13
"Delta Air Lines Inc.",6,1,18,4,646,2
"Frontier Airlines Inc.",9,5,38,-4,1013,28
"JetBlue Airways",10,5,13,3,187,5
"Delta Air Lines Inc.",12,3,19,42,444,46
"Atlantic Southeast Airlines",10,5,17,-5,430,-11
"United Air Lines Inc.",6,2,9,-4,837,-15
"United Air Lines Inc.",12,3,13,25,2556,-7
"Delta Air Lines Inc.",3,6,8,-3,640,-20
"American Airlines Inc.",9,7,23,126,594,121
"American Airlines Inc.",2,5,28,-7,1235,14
"American Airlines Inc.",3,3,23,15,868,20
"Atlantic Southeast Airlines",12,2,11,119,1134,120
"American Airlines Inc.",8,7,15,-5,1005,-10
"JetBlue Airways",9,4,34,-6,209,2
"JetBlue Airways",8,7,35,-3,2636,-4
"Atlantic Southeast Airlines",2,5,13,-6,643,-9
"Southwest Airlines Co.",11,5,10,49,414,39
"Atlantic Southeast Airlines",1,1,9,2,429,-5
"Atlantic Southeast Airlines",11,2,29,-8,628,-7
"Delta Air Lines Inc.",10,6,22,-8,606,-15
"Delta Air Lines Inc.",11,3,9,-2,666,-10
"Southwest Airlines Co.",5,2,11,0,479,-9
"Southwest Airlines Co.",8,4,13,-3,909,2
"Southwest Airlines Co.",11,3,14,-2,1090,-22
"American Airlines Inc.",2,3,16,-2,1235,-21
"American Airlines Inc.",10,4,16,-1,599,-12
"Skywest Airlines Inc.",10,2,28,-5,237,5
"Delta Air Lines Inc.",12,4,9,-3,226,-15
"Delta Air Lines Inc.",3,6,22,-5,874,-18
"Delta Air Lines Inc.",9,7,25,-2,484,-5
"Delta Air Lines Inc.",8,1,11,87,726,69
"United Air Lines Inc.",10,1,8,-6,1068,-15
"Delta Air Lines Inc.",10,5,13,12,447,5
"American Airlines Inc.",1,1,47,3,2586,-5
"Southwest Airlines Co.",11,4,18,17,759,11
"Southwest Airlines Co.",12,1,10,24,533,17
"United Air Lines Inc.",1,4,10,3,1290,14
"Skywest Airlines Inc.",1,7,12,4,334,-6
"American Airlines Inc.",9,3,22,-3,1660,14
"American Airlines Inc.",4,2,19,-9,2615,7
"American Airlines Inc.",7,6,11,-10,936,-1
"American Eagle Airlines Inc.",5,2,36,23,296,32
"Spirit Air Lines",7,5,8,-1,557,-11
"Delta Air Lines Inc.",6,2,13,3,214,-14
"United Air Lines Inc.",8,5,14,-3,1514,-19
"Southwest Airlines Co.",11,6,10,57,1173,56
"Delta Air Lines Inc.",12,4,7,309,2182,282
"Southwest Airlines Co.",2,6,13,28,919,27
"American Eagle Airlines Inc.",3,5,11,-10,561,-5
"Southwest Airlines Co.",7,5,17,31,349,43
"Skywest Airlines Inc.",6,3,15,-3,546,-14
"Delta Air Lines Inc.",3,1,11,2,594,-12
"United Air Lines Inc.",11,5,40,0,1085,9
"American Eagle Airlines Inc.",11,2,21,8,108,5
"American Airlines Inc.",1,5,21,-5,1242,8
"JetBlue Airways",10,3,10,-6,1028,-13
"United Air Lines Inc.",9,4,17,39,1400,24
"Atlantic Southeast Airlines",6,6,15,6,551,10
"Hawaiian Airlines Inc.",9,6,9,-4,100,-7
"Delta Air Lines Inc.",7,4,15,-1,907,-6
"Hawaiian Airlines Inc.",6,7,12,1,102,2
"American Airlines Inc.",11,5,26,5,468,4
"Southwest Airlines Co.",11,1,11,1,994,-10
"Virgin America",7,4,18,-7,2475,-22
"United Air Lines Inc.",9,4,39,-3,334,11
"Spirit Air Lines",9,1,18,-1,236,-3
"Atlantic Southeast Airlines",11,1,15,-4,332,-8
"United Air Lines Inc.",7,7,13,-1,1635,-7
"American Airlines Inc.",8,3,9,16,1197,-7
"Delta Air Lines Inc.",7,6,10,-1,317,-8
"Skywest Airlines Inc.",6,6,26,-8,436,-3
"Atlantic Southeast Airlines",1,2,14,-3,642,-20
"Hawaiian Airlines Inc.",9,5,11,-5,100,-8
"Frontier Airlines Inc.",8,5,10,-3,641,-5
"Southwest Airlines Co.",4,2,17,1,236,4
"Delta Air Lines Inc.",3,2,14,-1,646,-13
"American Airlines Inc.",1,1,13,-9,1182,-17
"Southwest Airlines Co.",12,5,7,0,283,-24
"Southwest Airlines Co.",11,4,6,-2,479,-13
"Southwest Airlines Co.",9,5,23,5,1754,-15
"Delta Air Lines Inc.",10,6,12,-6,558,-17
"United Air Lines Inc.",1,3,12,-2,1416,-25
"Delta Air Lines Inc.",6,5,11,-2,448,-15
"American Airlines Inc.",10,2,10,22,175,15
"Skywest Airlines Inc.",3,7,41,-8,843,-3
"United Air Lines Inc.",11,1,49,13,1754,28
"US Airways Inc.",4,7,33,-8,363,1
"Delta Air Lines Inc.",5,7,46,0,453,24
"United Air Lines Inc.",9,7,12,-1,1754,-16
"US Airways Inc.",1,5,20,10,507,5
"Southwest Airlines Co.",7,1,22,17,647,36
"American Airlines Inc.",3,6,19,32,1514,34
"Alaska Airlines Inc.",6,7,11,-4,95,-4
"Spirit Air Lines",1,5,19,69,1237,61
"United Air Lines Inc.",6,2,12,72,804,59
"Southwest Airlines Co.",7,6,8,-5,997,3
"JetBlue Airways",3,7,21,-5,200,-18
"Southwest Airlines Co.",9,2,10,-2,697,-18
"United Air Lines Inc.",11,5,17,1,2454,-8
"Delta Air Lines Inc.",3,5,14,-3,297,-12
"Southwest Airlines Co.",10,7,8,-4,715,-19
"Southwest Airlines Co.",5,5,15,-1,515,-13
"American Airlines Inc.",9,3,12,-12,1773,-25
"American Eagle Airlines Inc.",10,5,25,0,431,3
"Southwest Airlines Co.",4,6,9,-8,861,-14
"Delta Air Lines Inc.",8,5,19,0,1005,-30
"Frontier Airlines Inc.",12,3,13,5,888,2
"Southwest Airlines Co.",12,3,13,-2,570,0
"Delta Air Lines Inc.",6,7,24,-3,666,-12
"Delta Air Lines Inc.",8,7,11,-5,317,-3
"Southwest Airlines Co.",8,2,12,-4,628,-14
"Alaska Airlines Inc.",6,6,31,-1,2777,16
"Atlantic Southeast Airlines",4,7,22,-8,212,-12
"United Air Lines Inc.",12,4,15,0,622,-9
"American Airlines Inc.",4,1,16,23,2342,14
"Skywest Airlines Inc.",3,7,8,-10,188,-17
"JetBlue Airways",12,7,15,53,266,52
"Southwest Airlines Co.",10,3,12,-4,787,-20
"Spirit Air Lines",9,3,13,-4,1119,6
"American Airlines Inc.",4,5,26,-3,1721,-18
"Skywest Airlines Inc.",5,4,19,33,224,26
"Delta Air Lines Inc.",1,6,12,-3,680,-12
"JetBlue Airways",12,6,14,1,1121,-7
"Delta Air Lines Inc.",12,6,17,12,594,-3
"United Air Lines Inc.",4,1,15,-9,1222,-10
"American Airlines Inc.",12,6,14,-5,1085,-16
"Skywest Airlines Inc.",4,5,9,-15,455,-21
"Delta Air Lines Inc.",1,3,23,-3,746,-9
"Southwest Airlines Co.",1,4,15,-2,834,2
"Atlantic Southeast Airlines",11,2,11,-9,447,-24
"Delta Air Lines Inc.",1,2,12,-4,1598,-4
"Virgin America",6,7,10,-3,414,-16
"Atlantic Southeast Airlines",2,6,20,-2,445,-18
"American Airlines Inc.",8,3,12,-4,366,-18
"JetBlue Airways",1,5,23,-6,1521,-1
"Atlantic Southeast Airlines",12,4,9,-3,458,-12
"Virgin America",2,2,13,-3,2454,2
"Spirit Air Lines",9,1,9,123,1535,102
"American Airlines Inc.",8,1,20,164,1089,146
"Southwest Airlines Co.",8,2,9,-4,237,-15
"United Air Lines Inc.",8,7,39,-7,1772,28
"Skywest Airlines Inc.",3,1,29,-4,262,14
"Skywest Airlines Inc.",5,7,14,9,1235,8
"American Airlines Inc.",2,6,13,-4,1061,5
"Southwest Airlines Co.",3,1,12,2,948,-20
"Spirit Air Lines",5,4,15,-3,925,-10
"Southwest Airlines Co.",4,5,10,-6,601,-18
"United Air Lines Inc.",5,5,14,0,862,-15
"Atlantic Southeast Airlines",7,7,19,24,1214,22
"Delta Air Lines Inc.",4,3,12,0,591,-13
"Delta Air Lines Inc.",6,3,19,-4,240,-4
"Southwest Airlines Co.",7,2,10,17,543,5
"United Air Lines Inc.",5,7,9,83,1824,70
"Skywest Airlines Inc.",11,2,12,-6,472,-10
"United Air Lines Inc.",6,5,41,66,802,90
"Southwest Airlines Co.",7,1,17,48,777,44
"Atlantic Southeast Airlines",8,2,14,-3,696,-17
"Delta Air Lines Inc.",2,2,28,-1,2139,-9
"JetBlue Airways",1,4,13,0,1097,-16
"Frontier Airlines Inc.",10,6,13,8,680,7
"Delta Air Lines Inc.",12,4,14,-5,950,-15
"Southwest Airlines Co.",4,4,10,2,692,-20
"American Airlines Inc.",7,7,13,14,600,2
"American Airlines Inc.",7,1,12,-3,978,-13
"Skywest Airlines Inc.",3,5,15,-9,507,-18
"Southwest Airlines Co.",8,1,6,15,223,3
"American Airlines Inc.",4,1,25,-5,733,21
"US Airways Inc.",6,2,8,23,304,12
"Southwest Airlines Co.",5,1,12,-6,601,-7
"Skywest Airlines Inc.",4,3,16,-6,1464,5
"Southwest Airlines Co.",2,6,11,-1,1488,-31
"Delta Air Lines Inc.",12,2,13,13,337,1
"JetBlue Airways",3,7,26,-10,301,-5
"United Air Lines Inc.",10,1,14,15,862,6
"United Air Lines Inc.",1,1,14,3,1197,-10
"Delta Air Lines Inc.",8,7,43,37,1269,69
"American Airlines Inc.",3,7,10,19,192,1
"Delta Air Lines Inc.",4,4,15,-5,594,-18
"Southwest Airlines Co.",9,5,21,2,1620,-37
"Spirit Air Lines",9,6,15,24,1076,15
"Hawaiian Airlines Inc.",10,4,10,-3,100,4
"US Airways Inc.",4,3,37,15,2125,11
"Southwest Airlines Co.",10,4,9,1,258,-8
"American Airlines Inc.",2,5,18,-6,748,-12
"JetBlue Airways",7,6,12,-3,1237,-24
"Delta Air Lines Inc.",4,4,41,55,259,79
"Southwest Airlines Co.",3,2,10,-2,793,-32
"Delta Air Lines Inc.",12,4,11,-9,629,-16
"Skywest Airlines Inc.",9,5,15,3,674,-2
"Spirit Air Lines",6,2,12,153,852,150
"JetBlue Airways",6,5,10,-1,1065,-22
"JetBlue Airways",2,2,23,111,1165,106
"Southwest Airlines Co.",5,1,12,0,1139,6
"Southwest Airlines Co.",2,3,11,132,787,126
"JetBlue Airways",1,7,15,-9,1188,-16
"Skywest Airlines Inc.",2,5,10,-6,438,-19
"Delta Air Lines Inc.",6,3,29,7,1947,9
"Skywest Airlines Inc.",5,2,19,36,130,30
"American Airlines Inc.",11,3,11,-4,427,-6
"JetBlue Airways",11,5,11,21,2248,-9
"American Airlines Inc.",3,1,10,3,569,17
"Skywest Airlines Inc.",7,4,19,-4,166,-5
"American Airlines Inc.",4,5,14,-1,1660,18
"American Airlines Inc.",11,1,21,23,1773,19
"Southwest Airlines Co.",2,3,9,-5,1090,-14
"Southwest Airlines Co.",5,1,8,32,325,31
"Virgin America",7,4,18,10,2704,-8
"Skywest Airlines Inc.",4,6,26,-7,802,0
"Atlantic Southeast Airlines",3,4,9,12,448,9
"Delta Air Lines Inc.",6,2,67,23,907,61
"American Airlines Inc.",11,7,12,-3,2075,-19
"Skywest Airlines Inc.",12,3,19,-3,228,0
"Skywest Airlines Inc.",9,2,32,-6,67,2
"American Airlines Inc.",6,1,32,19,985,26
"US Airways Inc.",5,3,11,-8,814,-7
"Southwest Airlines Co.",7,1,8,-4,1164,-23
"American Airlines Inc.",8,5,16,-1,861,10
"Skywest Airlines Inc.",10,5,9,-6,391,-25
"Atlantic Southeast Airlines",3,3,22,-10,468,3
"Delta Air Lines Inc.",10,6,17,28,321,24
"US Airways Inc.",3,2,15,-3,599,-11
"United Air Lines Inc.",10,7,12,-1,589,-23
"United Air Lines Inc.",3,7,17,44,719,35
"American Airlines Inc.",1,3,20,-1,1182,1
"American Eagle Airlines Inc.",7,3,8,-12,196,-18
"Hawaiian Airlines Inc.",8,6,12,144,163,141
"Southwest Airlines Co.",11,5,19,36,581,31
"US Airways Inc.",4,4,12,2,1303,-23
"American Eagle Airlines Inc.",8,5,8,-5,196,-14
